name,status
Hubble Telemedical,closed
MVERSE,closed
Mint Solutions,closed
Vestaron Corporation,closed
Lover.ly,operating
Confluence Life Sciences,closed
eVenues,closed
Dashwire,operating
Saunders Solutions,closed
Chibwe,closed
ProviderTrust,closed
Picarro,operating
EggCartel,operating
Ditto Labs,operating
Safe Communications,operating
Kliqed,operating
Nordicplan,closed
Potomac Research Group,closed
Axentra,operating
IonLogix Systems,closed
Tees.co.id,operating
Loanbase,operating
Seamless,operating
CalmSea,operating
Asset Insights,closed
Joygame,operating
Spinetix,operating
Cultur,operating
Gini,closed
Misong Cancer Foundation,closed
GoAhead Software,operating
Innovation Philadelphia,operating
Pogojo,closed
Sino Gas & Energy,operating
Power Surge Electric,operating
Wikisway,operating
HowGood,operating
T.H.E. Medical,closed
Sketch,closed
Regency Energy Partners,closed
STYLEPIT,closed
GlobalOne Group,operating
Lien Enforcement,operating
Aplica,operating
Foruforever,closed
Atmosplay,closed
FlamencoTech,operating
Suggest It,closed
Bueeno,operating
Vadium,operating
PMV Pharmaceutcals,closed
Lobera Cigars,operating
MentorMob,operating
Nasza-klasa.pl,operating
Qlusters,operating
Woodpecker Education,closed
GLOSSYBOX,operating
TinyTap,operating
Wistron InfoComm (Zhongshan) Corporation,operating
Sanguine,closed
Silverpop,operating
Navarik,closed
Viridom,closed
Spindle,operating
Catalyst Biosciences,operating
ZANK.mobi,operating
Tailgate Technologies,closed
Guangzhou Teiron Network Science and Technology,closed
Corvus Technologies,operating
Aisle411,operating
MotionDSP,closed
Anametrix,closed
Fixstars,closed
1bib,closed
WorkFusion,closed
ECKey,closed
SwipeStox GmbH,closed
BUKIT,operating
Repligen,operating
Thanks Again,closed
BOMbids,operating
Threadbox,operating
JumpSoft,operating
Prized,closed
GreenButton,operating
Underground Cellar,closed
Hyperpot,closed
Buena Park Locksmith,operating
Arcot Systems,closed
Tamarac,operating
Guruji,closed
Couer Metrics,operating
Caperfly,closed
Patient Access Solutions,operating
Glidepath Power,operating
Cappasity Inc.,operating
KeepRecipes,closed
Motormax,closed
JAZD Markets,closed
ivee,closed
FRM Study Course,operating
AgileZen,operating
MoneyReef,closed
Stemina Biomarker Discovery,closed
Seriously Fun Games,operating
Sonormed GmbH,closed
Optics 1,operating
Last Guide,operating
Tidy Books,closed
YAMAP,closed
GestVision,closed
Nooga.com,closed
PolyServe,closed
Connolly,operating
Faveeo,closed
Fresh Dish,closed
BitWall,operating
Olfactor Laboratories,closed
Sefaira,closed
Tackl,closed
GoldenGate Software,operating
Chauf4U,operating
Slate Realty,operating
GlimpzIt,operating
IntroMe,closed
ENTrigue Surgical,closed
TuneIn,closed
United Pharmacy Partners (UPPI),closed
Hot Potato,closed
Property Capsule,operating
Thryve,closed
Dalinuosi.lt,operating
Granicus,closed
Droidhen,operating
Aqueous Biomedical,operating
CrowdStar,operating
RedCritter,closed
BioMedFlex,closed
Fab,operating
Dealyze,closed
FINEWAY,closed
Dinero Limited,operating
Efreightsolutions Holdings,closed
iContainers,operating
startuply,operating
Concordia Coffee Systems,closed
Autowatts,closed
Digistrive,operating
Xiaozhu.com,operating
Echoing Green,closed
Apiary,operating
CardioDx,operating
ParkAround.com,operating
Sodbuster,closed
xPeerient,closed
Aujas Networks,operating
goviral,closed
Pacejet Logistics,operating
MapMyIndia,closed
SegmentFault,operating
ClearAccess,operating
Jordan Training Technology Group,operating
Citra Health Solutions,closed
Affinity.is,closed
Precision Toxicilogy,operating
EnerNOC,operating
Telsar Pharma,operating
Strike Brewery,closed
CASI Pharmaceuticals,operating
CyberX,operating
Rei-Frontier,closed
My Point...Exactly,closed
Andrew Alliance,operating
velingo,operating
MultiTouch,operating
Neumont University,closed
First Green Bank,operating
JavaJobs,closed
RaVaBe,operating
Jamwar,closed
Hacker School,closed
BISSELL Pet Foundation,operating
APSU,closed
Ambarella,closed
Ascletis,operating
StyleHaul,closed
Full Circle Insights,operating
Zounds Hearing Aids,closed
Run The Campaign,operating
Safety Hound,closed
Nelbee,operating
Silva's Garage,closed
RoboEd,closed
RMB Ventures,operating
Framed Data,operating
Rooibee Red Tea,operating
Flatter World,operating
Microsaic,operating
Waremakers,operating
Cognotion,closed
Dealflicks,closed
abusix,operating
One Parts Bill,operating
"Vosh, Inc.",closed
Barared,operating
Careerminds Group,closed
Keepi,closed
Tantan,closed
2Wire,operating
Zolair Energy,operating
Xceedium,operating
Interstate Data USA,operating
Leevice,operating
Senior Whole Health,operating
Venaxis,operating
Zeomatrix,closed
Research Journalist,closed
MuriGen,operating
Gridline Communications,operating
Cerus Corporation,operating
Hawaii Biotech,operating
SimpliVT,closed
RFinity,operating
Smartpics Media,closed
Columbia Gorge Teen Camps,operating
Immunity Project,closed
Eflow,closed
Rock Control,operating
Capital Teas,operating
IMPAC Medical System,operating
MTI Technology Corporation,closed
Impeto Medical,operating
IPS Group,closed
Coro Health,operating
My Money Time,closed
Okiano Classifieds Ltd.,closed
Padcom,closed
Intuitive Web Solutions,operating
The Butler,closed
Komodo Learning,operating
Acer,closed
Legal Diction,operating
SPHARES,operating
flaveit,operating
Kalidex Pharmaceuticals,operating
Identec Solutions,closed
Lacrosse All Stars,closed
Kensee,closed
The Rights,operating
CrowdRise,closed
Core Essence Orthopaedics,operating
FusionAds,closed
Linty Finance,operating
GetEat,operating
TSO3,operating
FuturaMedia,closed
Narvalous,operating
ICR Web Agency,operating
Teikhos Tech,operating
Blink Messenger,operating
YouHelp,closed
Circlezon,closed
Exiqon,operating
The Vendare Group,operating
Quoine,closed
Scholrly,closed
Cortex Intelligence,operating
Mirador Biomedical,closed
makeena,operating
Pencil Labs,operating
AppLayer,operating
Red Ambiental,operating
KBLE,closed
Agave Underground,closed
nimbooks,closed
Scribble Press,operating
Ener-G-Rotors,closed
Predictus BioSciences,operating
Zelnas,closed
Parallel Machines,closed
Rapleaf,closed
140 Proof,operating
Cogenics,closed
International Therapeutics,closed
Zample,operating
Cell Medica,closed
Tatilbudur,operating
TIDAL PETROLEUM,closed
Meridian Waste Solutions,closed
Glythera,operating
Intention Technology,operating
NuVox,operating
MobiMagic,closed
3 day Blinds,closed
Kensho,closed
TISSUELAB,closed
Axios Mobile Assets Corporation,operating
Big Super Search,operating
Heurika Geographics,closed
Coinplug,closed
Byban,operating
fl3ur,closed
Docin,operating
Imbio,operating
Arriva Pharmaceuticals,closed
Aggregage,closed
Huaxun Microelectronics,operating
Polisofia,operating
j-Grab,closed
Car Demons,operating
OneMob,operating
LeftRight Studios,closed
KwiClick,closed
2DHeat,operating
ChannelMeter,operating
Iframe Apps,operating
"Daniel E. Dutterer, CPA - Accounting and Consulting",operating
Otterology,operating
MEDArchon,closed
Portico Learning Solutions,operating
MentorWave Technologies,operating
"Learn to Live, Inc.",closed
MYTEK Network Solutions,closed
Wondermall,closed
Enevo,operating
Lloydgoff.com,operating
Prima Temp,operating
Teliris,closed
Tongda,operating
Aptus Endosystems,closed
AgentBridge,operating
Frequency,closed
MDsave,operating
ZOZI,operating
PressUp,operating
WorkMetro,operating
Neomed Institute,closed
Universal Robots,closed
Sarsys,operating
m2fx,closed
KinDex Therapeutics,closed
Ansible,operating
GozAround Inc.,closed
BiOptix Inc.,operating
Clear Water Services,operating
ThinAir Wireless,closed
Sticher,operating
Omnicademy,operating
Reddo Mobility,closed
SimpleCrew,closed
Kip,operating
Cybergnostic,operating
Swallow Solutions,operating
Clinical Data,operating
My Health Direct,operating
Elastifile,closed
InteliVideo,closed
LocAsian,operating
INKKAS,operating
Brainrack,closed
Primâ€™Vision,operating
Golden Spike,closed
Wheels Up,closed
Visible World,operating
EnerTrac,closed
BioCellection,closed
Audioscribe,operating
STATS Group,closed
eshtery,closed
Cool Lumens,closed
Jarkas Lab Limited,closed
IES Diagnostics,operating
PhoneGuard,closed
Global Velocity,closed
iAdvize,operating
ViaView,closed
Black Rhino Group,operating
dondeEsta™,operating
SoRewarding,operating
Nlyte Software,closed
Klook,operating
Kiddie Kist,closed
Horizon Wind Energy,operating
Ariadne Diagnostics,closed
Gigantt,closed
Clarion Research Group,closed
M-Audio,closed
Omni,closed
Svaya Nanotechnologies,operating
Bering Media,closed
VenueAgent,closed
3D By Flow,closed
Fenix International,closed
Cybertonica,closed
AltraVax,operating
Plan A Drink,operating
E-Buy,operating
Perch,operating
CitalDoc,operating
RageTank,operating
Thinktwice,operating
cuaQea,closed
Jobspotting,closed
Birdly,closed
Curious.com,operating
Sepior,closed
Associated Content,operating
Clear Advantage Collar,operating
eyeIO,closed
Praxify,operating
Cheers In,operating
PrestaShop,closed
Investview,operating
PassivSystems,closed
Kahub,closed
AmSafe,closed
App.io,operating
RoverTown,operating
EduRise,operating
eVigilo,operating
Oration,operating
LBE Security Master,operating
Orchestrate,operating
Zbird,operating
Team Software Innovations Inc.,operating
Upside Commerce,operating
Instabridge,operating
Acupera,operating
Donald Danforth Plant Science Center,operating
Ovna Medical,closed
Innovari,closed
Ideatory,operating
Regenesance,closed
trueAnthem,operating
SupportSpace,operating
NeurOp,operating
SolarVista Media,closed
VECTOR INC.,operating
Stayes,closed
Altia Systems,operating
Interlink Networks,operating
BlueWhale,closed
Rootless,operating
Red 5 Studios,closed
ConnectToHome,operating
everyglobe Ltd,closed
Fulgent Therapeutics,closed
ClicVU,operating
China Garment,operating
TweepsMap,operating
Top Image Systems,operating
Screen Fix Gibson,closed
B.S. Geoteknik,closed
AppDome,closed
"BlueInGreen, LLC",closed
Somera Communications,closed
Gemstone Biotherapeutics,closed
WonderPoint Software,closed
AI Media,operating
BrightFunnel,operating
MightyMeeting,closed
Prinzio,closed
Archibald Optics,operating
PreApps,operating
Testfire,closed
MediaTrust,operating
NanoHorizons,operating
"Adfora, Inc.",closed
Red Rover,operating
ThermalTherapeuticSystems,closed
ScrollMotion,operating
Solar & Environmental Technologies,closed
VINTU,operating
Snap Kitchen,operating
Bitsmith Games,operating
Novadiol,operating
Tradesy,operating
TruQu,closed
Ninua,operating
CleanAgents.com,operating
Shenzhen Winhap Communications,closed
NowThis News,operating
Tenable Network Security,operating
Enable Systems,closed
Quikkly,operating
Datamyne,operating
Jimdo,operating
Enventum,closed
Hotpathz,operating
Heverest.ru,operating
Fundwise,operating
UCDplus,closed
Madada,closed
Zank,closed
Tributes.com,closed
Diurnal,closed
Coastal World Airways,operating
Freespee,operating
kSARIA,closed
Polygenta Technologies,closed
LogRhythm,operating
"MoAnima, Inc.",operating
Visbit Inc.,operating
Energy Micro,operating
Netadmin,closed
Marketecture,operating
Tecuro,operating
Ringpay,closed
Babyscripts,closed
Hair Jail,closed
Three Melons,operating
Lophius Biosciences,closed
SmartProcure,closed
Traffio,operating
Zize,closed
Trymph Inc.,operating
BusyEvent,closed
Libretto,operating
BIDS Trading,operating
Recommerce Solutions,operating
momondo,operating
TheParty.Net,closed
Stepping Stones Home & Care,closed
TapCommerce,operating
PredPol,operating
Changers.com / Blacksquared GmbH,operating
Picturk,operating
Alantos Pharmaceuticals,closed
Troubleshooters Inc,operating
Tradescape,operating
Omniata,closed
Stylyt,operating
SousaCamp,closed
Westward Leaning,operating
RainTree Oncology Services,operating
Evereve,operating
FMP Products,closed
Study Plus,operating
LangoLab,closed
Yellloh,operating
ABC Data,closed
MudWatt,operating
The Theater Place,operating
Paradigm,closed
MarketInvoice,operating
Homeschool Snowboarding,closed
Gwynnie Bee,closed
Principly,closed
iSyndica,operating
SemanticMD,operating
Allotrope Partners,closed
Thorne Holding,closed
Acacia Communications,operating
RightPath Payments,operating
Adynxx,closed
StrictlyRock.com,operating
Million Dollar Earth,operating
True Science,operating
Basic Pharma,operating
StemPath,closed
ClickFacts,operating
Estify,closed
Military Cost Cutters,closed
Defense.Net,closed
Varaani Works,closed
Angelantoni,closed
Omnisoft Services,operating
Challenged,operating
Sterecycle,operating
Minefold,operating
Carma,operating
Lasso Media,operating
Who What Wear,closed
Calabrio,closed
Kewen,closed
Ixtens,operating
Jooobz,closed
Parallocity,closed
Stylect,operating
Samba Ventures,closed
Edusoft,closed
Shopping Buddy,operating
INBEP,closed
Acuity Pharmaceuticals,closed
Integra Telecom,closed
1006.tv,closed
Tau Therapeutics,closed
Relatient,closed
ESV Digital,operating
Gamma Medica-Ideas,operating
TravelCLICK,closed
No World Borders,closed
Rewarder,operating
hackajob,closed
IncentTo,closed
Global Investor Services,operating
Cargo,operating
Replica Labs,closed
In Ovo,closed
OpenDesk.cc,closed
Iahorro Business Solutions,operating
SumZero,operating
Traycer Diagnostic Systems,operating
Triacta Power Technologies,operating
Optofluidics,closed
LEHR,operating
VibeSec,operating
Aira,operating
Prairielaw.com,operating
Sovolve,closed
Sloning BioTechnology,operating
Electric Cloud,closed
Kidlandia,closed
Eyesquad,operating
T-Netix,closed
Nest Wealth,closed
Rayvio,closed
HardDrones,closed
Altavian,closed
Anaplan,operating
Fluent Home,operating
Dailysingle,closed
SelSahara,closed
DailyGobble,operating
Plytix,closed
Nemo TV,closed
Fiteeza,operating
SOGAEYO,operating
MOO.COM,closed
STAT-Diagnostica,operating
ietty,operating
Xplornet,closed
WeatherNation TV,operating
curated.by,closed
Tesloop,operating
Sunsea,operating
MyWebzz,closed
Lakala,operating
The Advisory Board Company,closed
Zinwave,closed
tab ticketbroker,closed
ACS Biomarker,operating
Aegera Therapeutics,operating
Aesthetic Everything® Social Network,operating
Fandom,closed
Wheego Electric Cars,closed
MobileApps.com,closed
Idle Gaming,operating
KelBillet,closed
Torex Retail Canada,closed
Symphony Concierge,closed
Infiniteach,closed
AVIcode,operating
Here@ Networks,operating
Pocket Video,closed
Pro 3 Games,closed
Rocket Raise,closed
Secret Escapes,closed
Tuxebo,closed
Common Trip,closed
Salus Security Devices,closed
Offermatic,closed
NEST Fragrances,operating
Renaissance Learning,operating
Vanderdroid,operating
Fluidic Analytics,operating
"GLAMSTAND, Inc.",closed
Brandtone,operating
Jinko Solar Holding,operating
Electron Database,operating
Ekaya.com,operating
SnapSolver,closed
Genomas,closed
KidZui,operating
Advanced Biomedical Technologies,operating
Mirabilis Medica,operating
Luxul Wireless,closed
SoPayMe,operating
Science Fantasy,operating
1DayMakeover,closed
Avillion,operating
OOgave,closed
KazeLoon Records & K.D Lean,operating
Wovo,operating
LÃ©a et LÃ©o,operating
Cherry Works,operating
The Auto Vault,operating
Mango Bay Vacation Rentals,operating
Kronomav Sistemas,closed
Nook Media,operating
SharedBy.co,closed
Main Street Hub,closed
Headspace,closed
RipCode,closed
Smartzilla,closed
Streamience,operating
Tuolar.com,closed
İş kutusu video ajansı,operating
Just Sales by Shop O Lot Inc.,operating
MonkeyFind,closed
Poke'n Call,closed
Namshi,closed
Gangkr,operating
Aoliday,closed
Expocentric,closed
Lanier Parking Solutions,closed
C7 Group,operating
Hyperfair,closed
Octane5 International,operating
Anyone Home,closed
Omniture,closed
SENSU,closed
Readiness Resource Group,closed
Cyphoma,closed
Dispersol Technologies,operating
KrÃ¶hnert Infotecs,closed
SkinMedica,closed
omelett.es,closed
innRoad,closed
AudioCaseFiles,closed
Idooble,closed
Wirama,closed
Inimex Pharmaceuticals,closed
Syntilla Medical,closed
Self Point,closed
RCR Enterprises,closed
Adim8,closed
MicroEnsure,closed
Clube Orgânico,closed
MedManage Systems,operating
SecureNet,operating
Onbone Oy,closed
InnomiNet,closed
Honeymate,operating
Strong Arm Technologies,operating
Gratci,closed
Beeminder,closed
Blue Saint,closed
StratusLIVE,closed
edjing,operating
Tiempo,operating
pixbypix,operating
Pageflakes,operating
Momo,closed
Sala International,operating
Sugru,closed
MySongToYou,closed
Next Points,closed
Mintera,closed
Orthus Limited (UK),closed
Tesseract Interactive,operating
Gera-IT,operating
Leap Motion,closed
NewsPage,closed
"Boundless Spatial, Inc.",operating
XpertSea Solutions,operating
WellNow Urgent Care Holdings,operating
incir.com,closed
Cordium Links,operating
"UQ, Inc.",closed
Commnet Wireless,closed
AllSource Analysis,operating
PurposeEnergy,operating
ENTEROME Bioscience,closed
Ignite Media Solutions,closed
Site Organic,operating
Happy Industry,closed
Lontra,closed
HauteLook,closed
"Bazaar Corner, Inc.",closed
SkyFront,operating
Gatheric,closed
SCI Solution,operating
Inteligistics,operating
BroadHop,operating
ClosetDash,operating
Legal Hero,closed
On Center Software,closed
OmniLync,operating
Undeveloped,closed
Compology,operating
Homelyst,closed
LQD WiFi,closed
The Totus Group,operating
Nyxoah,closed
Dormzy,closed
Connected Corporation,operating
Fashfix,closed
"BurnThis, Inc.",closed
AtomShockwave,operating
Viraltag,closed
Web Geo Services,closed
PingCo.com,operating
Trifecta Investment Partners,closed
Hinge,operating
HLS Therapeutics,operating
Skype,operating
South Valley CrossFit,operating
szybkafaktura.pl,operating
Ozone Purification Ltd,operating
Novira Therapeutics,operating
InvenZone,closed
Savil.me,closed
Traxian,closed
"Zenfolio, Inc",operating
Osmo,operating
motify,operating
Tiberium,closed
Alector,operating
Moneero,operating
Capos Denmark,closed
Grand Round Table,closed
City Twig,operating
Totally Interactive Weather,closed
First30Days,closed
Jayride.com,closed
HopSkipDrive,operating
Vision Internet,closed
Snapverse,operating
uFaber,operating
Radico,closed
Allyes Advertisement Network,operating
HotelTonight,operating
Eden Shield,operating
Avot Media,closed
Madvenue,operating
Richmedia,operating
PropTiger,operating
Viaziz Scam,operating
Sooligan,closed
Maozhao,operating
Wifi Online,operating
CCS Holding,closed
Retail Rocket,closed
Sadra Medical,closed
Aristotle Circle,closed
Sonabos Technologies,operating
SRM Solutions,closed
Kalion,closed
Times pace Intelligent Technology,operating
LearnSprout,operating
Tao Sales,closed
ShuttzButtz,operating
Nayam Innovations,operating
Anygma,operating
Soundtrap AB,operating
Metacrine,closed
AppGyver,closed
ABODO,operating
FlowVella,operating
Tengrade,closed
H-umus,operating
LY.com,closed
Solari Energy,closed
edugates - Experience a New Language,closed
Integrated International Payroll,closed
ANDevices,operating
Infor,closed
Med ePad,closed
Gripp'n Tech,operating
ClearTracks,closed
Core Stix,operating
Moneytree,operating
Food on the Table,operating
Shotnote,closed
TravelAI,closed
Sawtooth Ideas,operating
Initiate Systems,operating
Giver,closed
Land Systems Corp.,operating
Zlango,closed
Arvirago,closed
Steek SA,operating
Gan & Lee Pharmaceutical,operating
Stat,closed
Furdo,closed
Zigi Games Ltd,operating
Sividon Diagnostics,closed
New Futuro,operating
Tidalwave Trader,operating
Lantech,closed
6Rooms,operating
Fastnet Oil and Gas,closed
TIP Solutions,operating
Excelimmune,closed
POINT Biomedical,operating
Rovio Entertainment,operating
Mark43,closed
Article One Partners,closed
Epicerie,closed
JUMPTHECUT,closed
Life Care Medical Devices,closed
Yicha Online,operating
Celtra Inc.,closed
Luxalia,operating
Taggle Internet Ventures Private,operating
Quizrr,operating
Equals6,operating
Brain Sentry,closed
Aquantia,closed
StoryCorps,operating
MNG Laboratories,operating
ShoorK,operating
CybEye,closed
plista,closed
DUHEM,operating
iBiz Software,closed
Socset.,closed
4 Cast Broadcasting Corporation,closed
AppShare,closed
Vology,closed
Get Gone Traveler,operating
Lakeside Endoscopy Center,closed
TrustID,closed
ArtistForce,closed
TK Energi,operating
fundfindr,closed
Emoticast,operating
NIN Ventures,operating
nodishes.co.uk,closed
Vintela,closed
Comparison Creator,operating
Groupspeak,closed
MusicNow,operating
Vaccinogen,closed
Content Calendr,operating
Congenica,operating
Usbek & Rica,closed
Koinify,closed
FreshDigitalGroup,operating
WIV Labs,operating
zPerfectGift,operating
WhatClinic.com,closed
IndiaMART,operating
Brainz Games,operating
Oxitec,closed
VIDA Software,closed
Eved,operating
Precog,closed
Poliglota,closed
GoodLife Fitness,operating
Kynded,closed
Orexigen Therapeutics,closed
SVR Tracking,closed
XLABS,closed
Fraudwall Technologies,closed
PlazaVIP.com S.A.P.I. de C.V.,operating
Md7,closed
Edinburgh Molecular Imaging,operating
Bio-Adhesive Alliance,closed
BVG India,operating
IconPulse,closed
Basisnote AG,operating
YAP Jobs,operating
FirstRide,operating
Sommer Pharmaceuticals,closed
Backup Circle,closed
Slinky,closed
Genemation,operating
Atlas Obscura,closed
Sage Wireless Group,operating
Cubito,closed
FreshGrade,operating
Health Essentials,operating
Webstep,closed
GageIn,closed
Cupcake Entertainment,operating
ParkFlyRent,closed
MegaZebra,operating
PartnerGo,operating
Kami,operating
Cadec Global,closed
99tests,closed
ReferStar,operating
Zeetl,operating
MailFrontier,operating
VLinks Media,operating
Green Throttle Games,operating
Albatross Golf Network,operating
SuperMighty,closed
Perillon Software,closed
Quantira Technologies,operating
Reality Jockey,closed
Virtkick,operating
HungryBuddies.com,closed
5BARz International,closed
Eyeota,closed
AgileSwitch,closed
OwnOut,operating
Re5ult,closed
FlyingCodes,operating
NanoPrecision Holding Company,operating
Rent My Vacation Home USA,closed
Bonsai AI,closed
Relay Ventures,operating
Explain Everything,operating
Identity Engines,closed
Opportunity Network,closed
Conatix,closed
nourissh,closed
KSY Corporation,closed
Green Hills,operating
The Highway Girl,closed
Bolsa de Mulher Group,operating
Validas,closed
HyperMed,closed
Lumos Networks Corporation,operating
Sabre Energy,closed
Kinvision,operating
XSI Semi Conductors,closed
AutoNavi,operating
Linekong,closed
Xadira Games,closed
Zenput,closed
Bwareit,closed
SecurSolutions,operating
Anna-Rita Sloss Enterprises,closed
MyStore,operating
Zudy,operating
Domain Apps,operating
CUJO,operating
Tower of Pizza,closed
Ischemix,closed
Common Sense Media,operating
Gorkha,closed
Doubloon,closed
Mobile Content Networks,closed
OpenBazaar,closed
pinion-pins,closed
Platster Inc.,closed
WeFi,operating
Ringthree Technologies,operating
ShapeShift.io,closed
Daydream.io,operating
Bellstrike,closed
Dwllr,closed
SweetLabs,operating
Fariqak,operating
Netqwerk,closed
AAC Technologies Holdings,closed
Sincuru,operating
TeamSupport,operating
"o9 Solutions, Inc.",operating
Aquavit Pharmaceuticals,closed
Efficas,operating
Thoughtly,operating
MesMateriaux,closed
TVA Medical,operating
Carmageddon,operating
Bromium,operating
Celsion,operating
Supportie,operating
Magenta Medical,closed
Bee Resilient,closed
CancerIQ,closed
Fictiontree,closed
Havelide Systems,operating
Astroscale,closed
BKON Connect,operating
Localsensor,operating
fanatix,closed
Closeup.fm,closed
NeoNan,closed
VYRE Limited,closed
Happy Elements,operating
Total Beauty Media,closed
GlassHouse Technologies,operating
Kyak Interactive,closed
WeddingLovely,closed
SHINE Medical Technologies,closed
Qloud,operating
Productopia,operating
Geneix,operating
Picostorm Code Labs,operating
Metal Networks,operating
Quintiles,operating
P21,closed
Key Cybersecurity,closed
OmnyPay,operating
Scary Mommy,operating
Orteq,operating
Iizuu,operating
Designs by Leonardo,operating
EnergyStone Games 灵石游戏,closed
NanoVasc,closed
LifeCareSim,closed
Ares Commercial Real Estate Corporation,closed
HNNG,operating
Rocky Mountain Oasis,closed
Holographic Projection for Architecture,closed
Fullfact,closed
Laser Motive,closed
Maluuba,operating
Trendyol Group,operating
Promodity,closed
KaraokeSmart.co,closed
SOHM,closed
Utilidata,operating
Solar Pool Technologies,closed
Twinz,operating
Appcara Inc,operating
Plot Projects,operating
OrbFlex,operating
GPredictive GmbH,operating
FanMob,operating
Playmatics,operating
link2golf,operating
MxEnergy,operating
Creditable,operating
NOW Digital,operating
Get 2 It Sales,closed
MentAd,closed
Crowdera Inc.,closed
CCURE,operating
Goop Inc.,operating
MarijuanaStocksIndex.com,operating
GID Group,operating
Bluewater Bio,operating
Queen Sting Films,closed
Kickball Labs,closed
Liftopia,closed
GridIron Systems,operating
Nano3D Biosciences,closed
ArborWind,closed
ProgrammerMeetDesigner.com,closed
PFO Global,operating
Ofercity,operating
VitalTrax,closed
Tideway,operating
ActualSun,operating
Ledge,closed
Novogy,operating
Threshold Pharmaceuticals,operating
Audyssey,operating
ClearFit,operating
Gotye,closed
Welltheon,operating
Avenda Systems,closed
Nextbit Systems,operating
VENDi,operating
DecisionNext,operating
SCYFIX,closed
Storrz,closed
Ontela,operating
Silk Therapeutics,closed
IronPort Systems,operating
A LITTLE WORLD,operating
Industry Weapon,closed
Panna,closed
Redfin,operating
UYA100,operating
SeQuent Scientific,closed
SummitIG,closed
Flite,closed
Miinto Group,operating
University of New England,operating
Jumia,closed
Paper Battery Company,closed
V Wave,closed
K-MOTION Interactive,closed
Social Moov,closed
Phonezoo Communications,operating
AKT,operating
Global Locate,closed
Entomed,closed
Infinity Assurance Solutions,closed
InnaVirVax,operating
Ichiba,closed
AdECN,operating
One Jackson,closed
JWD Machine,operating
HyperWeek,operating
Furie Operating Alaska,closed
The Virtual Reality Company,operating
Zebra Technologies,operating
Kixer,closed
A123 Systems,operating
Global Database,operating
PLC Diagnostics,operating
SomnoMed,closed
Q-Layer,closed
TalentLender,operating
Vital Sensors,closed
storeFlix,closed
GTFO Ventures,closed
"DCMM, LLC",operating
RadPad,operating
Flutura Solutions,closed
Prong,operating
Wongnai,closed
i cubed systems,operating
LocoMobi,operating
Fusion-io,operating
Userbin,closed
Galil Medical,operating
MyToons,closed
Springleaf Therapeutics,operating
Tricida,closed
Puralytics,closed
SunCommon,operating
Bulletproof Group Limited,closed
VirtuOz,operating
Notizza,operating
Rimini Street,operating
ProsperWorks,closed
Active Voice Corporation,operating
Compass Labs,closed
Moresise Bank,operating
Boutir,closed
Actional Garners,operating
RxCentric,closed
Car Clubs,operating
CleanSlate,operating
SuccessFactors,closed
OrangeSlyce,closed
Aggregate Knowledge,operating
NSite Software,closed
TitanFile,operating
videogram,operating
Elecsnet,closed
The Hotel Barter Network,closed
EatAds.com,closed
Umbala,operating
KaritKarma,closed
picsell,operating
DotAlign,closed
Chat Sports,operating
QikServe,closed
Bevii,operating
BitGravity,closed
Digitour Media,operating
iBuyitBetter,closed
Quotient Clinical,closed
Jetpack Workflow,operating
Allele Biotech,closed
Zenph Sound Innovations,closed
Revolve.,operating
Superconductor Technologies,closed
StyleQ,operating
PlaySimple,operating
Newfo,closed
NMB Bank,closed
Durata Therapeutics,operating
Accent,operating
Nuon Therapeutics,operating
Allpix Innovation,operating
OpenBook,closed
Robo Wunderkind,operating
Shanghai Muhe Network Technology,operating
Vinomis Laboratories,operating
Sycelim,closed
Tunepics,operating
Yunzhilian Network Science and Technology Co. ltd,closed
Tropical Skoops,operating
Annapurna Microfinace,operating
AirMap,operating
PLAYSTUDIOS,operating
zipcodemailer.com,closed
Pacific Biosciences,closed
PrivacyCentral,closed
KosherSwitch Technologies,operating
Trintech,closed
Rent frock Repeat,closed
Clipsource,operating
Enlearn,operating
Jobydu,operating
PowWowHR,closed
Western Window Systems,closed
Mejuri,closed
onkea,closed
AppIt Ventures,closed
500Indies,operating
Reha Technology AG,operating
Myrio Solution,operating
Channel Intellect,operating
AdLib Mediation LLC,closed
Conversion Associates,operating
Helicon Therapeutics,closed
Talyst,closed
SeptRx,closed
Studentpreneur,closed
Rad Power Bikes,operating
Airgate International Corporation,operating
Scroll.in,operating
ChapDrive,closed
Addvocate,closed
NextCare,operating
Signicat,closed
threadsy,operating
HAN Benefits Advantage,operating
Answerology,operating
PureWow,operating
StyleTread,operating
Znapshop,operating
RememberIt.com,closed
TranquilMed,operating
CastBridge,closed
Odyssey Logistics & Technology,closed
GLOBALBASED TECHNOLOGIES,operating
Jeeves,operating
VenueJam,operating
Xylitol Canada,closed
Harvest Trends,closed
Enmetric Systems,operating
Silicon Biology,operating
Beaming,operating
VideoSelfie,operating
Scivantage,closed
Sanwu Internet Technology,operating
travayl,operating
Knowledge Nation Inc.,closed
GiftCardsIndia,closed
Surfwax Media,closed
OrbitRemit Global Money Transfer,closed
imedo,closed
OHK Labs,operating
Biorasis,operating
iHealth Labs,operating
Koupon Media,operating
Storm Tactical Products,closed
Rainbow Yard,closed
tic,closed
Yogurtistan,operating
Canvas Networks,closed
Provista Diagnostics,closed
Five Star Technologies,operating
STC AMDEF,closed
TradeBeam,operating
Plated,operating
GenerationStation,closed
